0,6.9,0
0,5.7,0
0,4.4,0
16.8,5,0
0,6.3,0
0,6.7,0
0,6.1,0
1.3,2.1,0
24.1,4.1,0
0,5.4,0
0,5.4,0
0.8,3.1,0
12.4,5.3,0
0,6.9,0
0,7.4,0
0,5.2,0
18.5,5.3,0
1.3,6.2,0
0.5,5.4,0
3,6,0
0,6.9,0
0,6.3,0
0,7.4,0
0,5.7,0
0,6.4,0
0,6.5,0
0,7.6,0
0,8.3,0
0,9.2,0
0,10.4,0
0,5.3,0
0,8.1,0
0,9.4,0
0,9.8,0
0,11,0
0,8.5,0
0,9.2,0
0,8.2,0
5.8,5.6,0
15.5,8.5,0
0,11.1,0
0,8.6,0
0,7.9,0
0,9,0
0,8.9,0
0,11.4,0
0,8.4,0
0,8.1,0
0,8.4,0
0,8.2,0
0,8.8,0
0,9.7,0
0,10.1,0
0,9.2,0
0,11.3,0
0,6.9,0
45.7,8,3.920942492
0,4.4,0.295674344
15,2.8,2.637014238
2.5,3.9,0.099226305
2.8,5.1,0.310708633
1.8,8.2,0.010022859
0,4.8,0.001002286
0,6.1,0
1,5.2,0
0,6.9,0
0,6.5,0
0,6.7,0
5.1,4.1,0
16.8,2.5,0
1,2.3,0
4.6,4.3,0
23.6,5.8,0
3.6,2.7,0.001002286
9.7,8.3,0.002004572
18,7.1,0.001002286
0,7,0
3.6,6,0
0,8.2,0
0,6.5,0
0,6.4,0
0,6.7,0
1,6.6,0
0,7.7,0
0,8.7,0
0,8.3,0
0,8.9,0
0,9.4,0
0,9.8,0
0,9.2,0
0,9.5,0
3.6,5.4,0
0,7.8,0
0,8.8,0
0,8.6,0
0,7.8,0
0,6.1,0
5.6,2.5,0
7.1,6.6,0
0,5,0
0,7.2,0
0,7.7,0
0,7.9,0
0,9.1,0
0,9,0
0,8.7,0
0,9.1,0
0,9.1,0
1.8,6.9,0
0,8,0
0,8,0
0.8,4.4,0
33,1.9,0
12.7,3.4,0
5.3,2,0
16.5,2.7,0
3,5.3,0
0.5,8,0
0,8.2,0
0,8.7,0
5.3,7.5,0
0,6.6,0
0,6.2,0
0,6,0
0,6.2,0
1.8,5.5,0
3.6,5.9,0
0,7,0
0,5.5,0
0.5,7,0
0,8.1,0
0,8.7,0
2.8,6.8,0
0,8.5,0
0,8.7,0
0,8.6,0
0,7.7,0
29.5,4.5,3.324582374
15,6.7,0.039089151
0,7.7,0.012027431
0,6,0.02205029
17.8,7.1,0.011025145
0,5.6,0.00501143
1.8,2.5,0.002004572
39.1,5.7,0
6.6,7.7,0
0,8.5,0
0,7.2,0
0,7.7,0
0,7.9,0
0,8.2,0
0,7.6,0
0,6.5,0
0.8,4.3,0
0,4.9,0
2,5.1,0
1.3,7.3,0
0,6.6,0
0,6.9,0
0,6.5,0
0,7.2,0
0,6.2,0
0,6.2,0
0,5.3,0
0,5.3,0
0,4.1,0
0,2.1,0
10.2,5.8,0
0,5.9,0
8.6,4.7,0
0,6.4,0
21.6,5.2,0.211482328
51.8,4.4,2.839475992
14,5.6,3.533057844
0,6,0.419957798
0,6,0.139317742
0,7.4,0.042096008
0,7,0.007016001
0,7,0.002004572
0,8,0
0,5.7,0
0,6,0
0,5.7,0
0,5.9,0
0,5.2,0
0,6.1,0
0,6,0
0,6.3,0
0,8.7,0
0,5.9,0
0,5.3,0
0.5,5,0
1.3,3.9,0
5.1,5.1,0
0,4.5,0
0,5.1,0
0,4.6,0
0,4.1,0
0,4.7,0
0,4.4,0
8.1,3.7,0
0,3.7,0
0,3.8,0
0,1.9,0
9.7,4.6,0
0,2.9,0
32.5,3.5,0
0,4.6,0
0,5.2,0
0,5.8,0
0,4.8,0
0,4.7,0
1.8,3.3,0
2.8,3.2,0
0,4.1,0
7.1,4.5,0
0,2.8,0
0,5.4,0
0,5.1,0
0,4.1,0
0,4.2,0
0,5.4,0
0,5.1,0
0,4,0
0,3.5,0
0,3.5,0
0,3.1,0
0,3.4,0
1.8,3.7,0
0,3.7,0
0,5.5,0
0,5.8,0
0,3.6,0
0,3.5,0
0,3.6,0
0,4.5,0
0,5.1,0
0,4.7,0
0,2.2,0
0,2.4,0
1.3,2.2,0
7.9,2.3,0
0,4.3,0
0,3.4,0
0,4,0
0,3,0
0,2.3,0
5.8,0.8,0
7.9,1.7,0
30.2,1.9,0
1.8,2.8,0
0,3.6,0
0,4.2,0
0,3.9,0
0,4.6,0
0,3.9,0
0,3.4,0
0,3.1,0
0,3.6,0
0,2,0
0,2.9,0
0,3.3,0
0,3.7,0
0,3,0
0,3.4,0
0,3.3,0
0,3.1,0
0,3.8,0
0,3.3,0
0,2.8,0
0,2.3,0
0,2.4,0
1.3,2.8,0
0,2.8,0
0,3.1,0
0,2.3,0
0.5,3,0
0,3.7,0
0,4.3,0
0,3.7,0
0,2.7,0
