"Date","Value"
"1962-10-03",13.5647999999568
"1962-10-04",13.5647999999568
"1962-10-05",12.700800000042
"1962-10-06",11.3183999999658
"1962-10-07",11.3183999999658
"1962-10-08",11.3183999999658
"1962-10-09",11.3183999999658
"1962-10-10",10.5407999999652
"1962-10-11",9.33119999999754
"1962-10-12",9.33119999999754
"1962-10-13",9.33119999999754
"1962-10-14",10.1088000000078
"1962-10-15",11.3183999999658
"1962-10-16",11.3183999999658
"1962-10-17",11.3183999999658
"1962-10-18",13.1327999999994
"1962-10-19",14.2560000000432
"1962-10-20",11.3183999999658
"1962-10-21",12.1823999999772
"1962-10-22",13.5647999999568
"1962-10-23",13.5647999999568
"1962-10-24",11.9232000000414
"1962-10-25",8.72639999999922
"1962-10-26",7.08479999999688
"1962-10-27",5.70239999999796
"1962-10-28",4.92479999999736
"1962-10-29",4.92479999999736
"1962-10-30",4.92479999999736
"1962-10-31",4.92479999999736
"1962-11-01",4.49280000000132
"1962-11-02",3.54239999999844
"1962-11-03",3.02400000000126
"1962-11-04",3.02400000000126
"1962-11-05",2.76479999999784
"1962-11-06",2.24640000000066
"1962-11-07",2.50560000000408
"1962-11-08",2.6783999999967
"1962-11-09",2.85119999999898
"1962-11-10",3.28320000000468
"1962-11-11",3.28320000000468
"1962-11-12",4.92479999999736
"1962-11-13",10.2816000000294
"1962-11-14",16.8479999999808
"1962-11-15",12.7871999999562
"1962-11-16",11.3183999999658
"1962-11-17",11.3183999999658
"1962-11-18",10.5407999999652
"1962-11-19",9.33119999999754
"1962-11-20",8.1216000000009
"1962-11-21",5.70239999999796
"1962-11-22",4.92479999999736
"1962-11-23",10.4543999999544
"1962-11-24",78.4511999999532
"1962-11-25",45.8784000000354
"1962-11-26",22.3775999999958
"1962-11-27",14.3423999999574
"1962-11-28",10.627199999976
"1962-11-29",8.72639999999922
"1962-11-30",7.08479999999688
"1962-12-01",5.70239999999796
"1962-12-02",11.5775999999982
"1962-12-03",17.9712000000246
"1962-12-04",11.4047999999766
"1962-12-05",9.9359999999862
"1962-12-06",7.60320000000372
"1962-12-07",8.29440000000318
"1962-12-08",23.5008000000396
"1962-12-09",41.0400000000102
"1962-12-10",30.499200000045
"1962-12-11",23.328000000018
"1962-12-12",17.9712000000246
"1962-12-13",13.4784000000426
"1962-12-14",8.1216000000009
"1962-12-15",6.73920000000198
"1962-12-16",11.9232000000414
"1962-12-17",24.3647999999544
"1962-12-18",27.6479999999784
"1962-12-19",17.9712000000246
"1962-12-20",14.2560000000432
"1962-12-21",11.3183999999658
"1962-12-22",11.3183999999658
"1962-12-23",10.3680000000402
"1962-12-24",72.835200000024
"1962-12-25",1176.94079999874
"1962-12-26",1843.34399999568
"1962-12-27",688.262400000252
"1962-12-28",369.53280000021
"1962-12-29",546.652800000132
"1962-12-30",493.775999999898
"1962-12-31",2228.16960000012
"1963-01-01",2453.67360000126
"1963-01-02",3880.13759999796
"1963-01-03",1096.41599999988
"1963-01-04",658.886400000444
"1963-01-05",408.326400000036
"1963-01-06",274.66560000033
"1963-01-07",199.929599999682
"1963-01-08",160.790400000006
"1963-01-09",168.998400000066
"1963-01-10",223.430400000108
"1963-01-11",617.06880000024
"1963-01-12",518.400000000078
"1963-01-13",430.617599999538
"1963-01-14",333.50400000015
"1963-01-15",328.83839999976
"1963-01-16",326.592000000252
"1963-01-17",281.75039999967
"1963-01-18",282.09599999952
"1963-01-19",269.567999999886
"1963-01-20",266.11200000042
"1963-01-21",215.913599999748
"1963-01-22",169.516800000324
"1963-01-23",141.60960000012
"1963-01-24",118.022400000456
"1963-01-25",107.481599999718
"1963-01-26",99.100800000216
"1963-01-27",89.7696000000156
"1963-01-28",84.2400000000006
"1963-01-29",77.0687999999736
"1963-01-30",70.8479999999688
"1963-01-31",70.761599999958
"1963-02-01",76.723200000027
"1963-02-02",80.179199999976
"1963-02-03",70.8479999999688
"1963-02-04",70.761599999958
