"Date","Value"
"1950-01-01",116.7264
"1950-01-02",110.851199999568
"1950-01-03",120.096000000144
"1950-01-04",167.356800000432
"1950-01-05",166.233599999712
"1950-01-06",128.995199999568
"1950-01-07",115.689599999568
"1950-01-08",120.441600000288
"1950-01-09",191.635199999712
"1950-01-10",273.9744
"1950-01-11",244.425600000288
"1950-01-12",231.379200000144
"1950-01-13",195.091200000144
"1950-01-14",179.971200000144
"1950-01-15",166.665600000144
"1950-01-16",153.360000000144
"1950-01-17",140.054400000144
"1950-01-18",128.390399999568
"1950-01-19",122.1696
"1950-01-20",118.886400000144
"1950-01-21",124.070400000288
"1950-01-22",128.563200000144
"1950-01-23",126.316799999712
"1950-01-24",120.614399999856
"1950-01-25",131.2416
"1950-01-26",146.275199999712
"1950-01-27",161.568000000288
"1950-01-28",144.892800000144
"1950-01-29",129.945599999712
"1950-01-30",123.897599999712
"1950-01-31",107.481600000432
"1950-02-01",106.272000000432
"1950-02-02",106.272000000432
"1950-02-03",103.939199999712
"1950-02-04",95.2992000000432
"1950-02-05",90.0288000000144
"1950-02-06",86.2272000000432
"1950-02-07",85.9679999999856
"1950-02-08",84.8447999999712
"1950-02-09",80.2656000000288
"1950-02-10",76.5504000000432
"1950-02-11",76.2911999999856
"1950-02-12",74.1312000000432
"1950-02-13",67.1328
"1950-02-14",66.528
"1950-02-15",66.528
"1950-02-16",66.528
"1950-02-17",68.6880000000432
"1950-02-18",80.0927999999568
"1950-02-19",93.5712000000288
"1950-02-20",90.0288000000144
"1950-02-21",86.2272000000432
"1950-02-22",83.8080000000432
"1950-02-23",120.873599999712
"1950-02-24",229.824
"1950-02-25",155.087999999856
"1950-02-26",148.348799999568
"1950-02-27",127.785599999568
"1950-02-28",115.689599999568
"1950-03-01",106.876800000432
"1950-03-02",106.272000000432
"1950-03-03",101.692800000288
"1950-03-04",91.5839999999568
"1950-03-05",105.148799999712
"1950-03-06",106.272000000432
"1950-03-07",106.272000000432
"1950-03-08",106.272000000432
"1950-03-09",101.692800000288
"1950-03-10",84.9311999999568
"1950-03-11",76.8096
"1950-03-12",105.667200000432
"1950-03-13",169.862399999712
"1950-03-14",146.534399999568
"1950-03-15",127.699200000288
"1950-03-16",116.380799999856
"1950-03-17",105.667200000432
"1950-03-18",94.8672000000144
"1950-03-19",86.5727999999856
"1950-03-20",83.8080000000432
"1950-03-21",76.8096
"1950-03-22",76.2911999999856
"1950-03-23",74.1312000000432
"1950-03-24",67.1328
"1950-03-25",65.4911999999712
"1950-03-26",61.0848
"1950-03-27",57.3696000000144
"1950-03-28",57.1103999999568
