"Date","Value"
"1975-05-10",73.612799999882
"1975-05-11",72.5759999998605
"1975-05-12",66.4416000000896
"1975-05-13",69.4656000001249
"1975-05-14",104.45760000011
"1975-05-15",169.516800000062
"1975-05-16",142.041599999985
"1975-05-17",261.532799999914
"1975-05-18",647.481600001093
"1975-05-19",516.067199998779
"1975-05-20",392.256000001008
"1975-05-21",319.507200000102
"1975-05-22",270.086399999845
"1975-05-23",235.008000000159
"1975-05-24",212.975999999949
"1975-05-25",211.248000000023
"1975-05-26",278.121599999929
"1975-05-27",395.539200000802
"1975-05-28",387.071999999256
"1975-05-29",371.865600000037
"1975-05-30",341.625599999684
"1975-05-31",310.348799999967
"1975-06-01",283.219200000008
"1975-06-02",262.051200000089
"1975-06-03",237.340799999961
"1975-06-04",229.737600000022
"1975-06-05",267.235199999868
"1975-06-06",424.223999998656
"1975-06-07",472.953600001311
"1975-06-08",505.871999999938
"1975-06-09",490.665600000719
"1975-06-10",455.241599998614
"1975-06-11",428.457599999429
"1975-06-12",428.803199998888
"1975-06-13",418.694400000734
"1975-06-14",402.451199999849
"1975-06-15",385.516800000046
"1975-06-16",369.964800001368
"1975-06-17",353.116799998963
"1975-06-18",337.391999998911
"1975-06-19",320.544000000124
"1975-06-20",304.819200000072
"1975-06-21",288.921599999961
"1975-06-22",287.452800000123
"1975-06-23",424.569600001404
"1975-06-24",638.755200000775
"1975-06-25",623.289599999495
"1975-06-26",532.051200000892
"1975-06-27",457.574400000718
"1975-06-28",413.424000001584
"1975-06-29",451.440000001276
"1975-06-30",438.134400000726
"1975-07-01",438.652800001559
"1975-07-02",434.505600001473
"1975-07-03",420.07679999857
"1975-07-04",404.006399999059
"1975-07-05",386.035200000879
"1975-07-06",365.990399999367
"1975-07-07",364.694399998929
"1975-07-08",381.97440000148
"1975-07-09",413.769600001043
"1975-07-10",429.753599999867
"1975-07-11",448.24319999888
"1975-07-12",520.732799999698
"1975-07-13",714.268799999326
"1975-07-14",2320.87679999961
"1975-07-15",3515.70239998835
"1975-07-16",3041.02079999961
"1975-07-17",2617.40159999919
"1975-07-18",2165.78879999982
"1975-07-19",1809.04320000161
"1975-07-20",1458.86399999969
"1975-07-21",1217.03040000084
"1975-07-22",1034.64000000104
"1975-07-23",890.697600001066
"1975-07-24",787.708800001123
"1975-07-25",703.900799999111
"1975-07-26",656.985600001016
"1975-07-27",585.36000000049
"1975-07-28",538.61760000048
"1975-07-29",503.539200001123
"1975-07-30",479.952000001045
"1975-07-31",458.092800001551
"1975-08-01",660.441599998895
"1975-08-02",652.23359999941
"1975-08-03",767.663999999611
"1975-08-04",2100.12480000066
"1975-08-05",2356.30079999843
"1975-08-06",2096.4960000014
"1975-08-07",1813.27679999909
"1975-08-08",1554.0768000003
"1975-08-09",1357.77599999842
"1975-08-10",1183.67999999878
"1975-08-11",1061.5968000016
"1975-08-12",1056.67199999862
"1975-08-13",1221.78239999916
"1975-08-14",1264.72319999854
"1975-08-15",1232.7552000009
"1975-08-16",1134.34560000118
"1975-08-17",1025.22239999851
"1975-08-18",928.454399998697
"1975-08-19",841.881600001013
"1975-08-20",757.900800000916
"1975-08-21",782.265600000599
"1975-08-22",871.775999998618
"1975-08-23",1180.39679999899
"1975-08-24",1721.60640000034
"1975-08-25",2299.27679999889
"1975-08-26",2264.11199999885
"1975-08-27",2034.89280000163
"1975-08-28",1867.01759999884
"1975-08-29",1831.93919999948
"1975-08-30",1865.46239999963
"1975-08-31",1897.60319999865
"1975-09-01",1888.2720000001
"1975-09-02",1764.8063999985
"1975-09-03",1601.51039999922
"1975-09-04",1788.1343999998
"1975-09-05",2130.10559999895
"1975-09-06",2223.84960000103
"1975-09-07",2101.16159999903
"1975-09-08",1871.76960000044
"1975-09-09",1651.62239999971
"1975-09-10",1467.6768000007
"1975-09-11",1301.09760000163
"1975-09-12",1122.33600000107
"1975-09-13",998.438399999326
"1975-09-14",1391.29919999856
"1975-09-15",1572.47999999862
"1975-09-16",1594.68480000086
"1975-09-17",1988.84160000054
"1975-09-18",2607.72480000118
"1975-09-19",4274.81280001204
"1975-09-20",3937.07520001367
"1975-09-21",3413.49119999459
"1975-09-22",3162.58559999925
"1975-09-23",3418.24320001593
"1975-09-24",3454.27200000311
"1975-09-25",3142.36799999966
"1975-09-26",2698.35840000155
"1975-09-27",2301.00479999948
"1975-09-28",1965.7728000013
"1975-09-29",1628.3807999991
"1975-09-30",1357.51679999965
"1975-10-01",1193.9616000016
"1975-10-02",1057.62239999959
"1975-10-03",937.440000001076
"1975-10-04",843.177600001451
"1975-10-05",751.507199999413
"1975-10-06",675.648000001403
"1975-10-07",617.846399998971
"1975-10-08",623.376000000182
"1975-10-09",679.708800000802
"1975-10-10",627.004799999435
"1975-10-11",644.284799998697
"1975-10-12",812.505600000952
"1975-10-13",1065.13920000016
"1975-10-14",1509.14880000156
"1975-10-15",1947.02400000022
"1975-10-16",1899.41759999992
"1975-10-17",1657.84319999984
"1975-10-18",1437.09120000089
"1975-10-19",1255.21919999862
"1975-10-20",1116.11520000094
"1975-10-21",1096.15680000012
"1975-10-22",1040.25599999964
"1975-10-23",977.961600000957
"1975-10-24",961.199999999239
"1975-10-25",1158.36480000141
"1975-10-26",2477.6063999993
"1975-10-27",3177.61920000039
"1975-10-28",2851.28640000061
"1975-10-29",2550.52800000027
"1975-10-30",2106.86400000162
"1975-10-31",1855.43999999887
"1975-11-01",1695.3407999987
"1975-11-02",1543.27679999993
"1975-11-03",1421.10719999877
"1975-11-04",1484.00639999898
"1975-11-05",1613.7792000014
"1975-11-06",2071.26720000143
"1975-11-07",2432.93759999933
"1975-11-08",2512.85760000003
"1975-11-09",2299.9680000011
"1975-11-10",1972.85759999843
"1975-11-11",1601.76960000128
"1975-11-12",1347.75360000095
"1975-11-13",1164.67199999894
"1975-11-14",1021.59359999926
"1975-11-15",901.843200000886
"1975-11-16",847.324800001537
"1975-11-17",735.004799999756
"1975-11-18",647.999999998637
"1975-11-19",586.137600000095
"1975-11-20",538.444799999106
"1975-11-21",509.760000001252
"1975-11-22",472.69439999925
"1975-11-23",437.70240000058
"1975-11-24",456.27840000028
"1975-11-25",398.908800001283
"1975-11-26",382.320000000939
"1975-11-27",360.201599999384
"1975-11-28",335.750399999014
"1975-11-29",320.371200000065
"1975-11-30",305.078400000159
"1975-12-01",291.859199999968
"1975-12-02",279.158399999951
"1975-12-03",272.764800000092
"1975-12-04",394.761600001197
"1975-12-05",340.156800001161
